wordle_id,tweet_id,tweet_date,tweet_username,tweet_text
210,1482553835235201027,2022-01-16 03:22:33+00:00,ItsMikeDeegan,"Wordle 210 4/6

⬛⬛🟨⬛🟨
🟩🟩⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩

😤"
210,1482553836837519360,2022-01-16 03:22:33+00:00,milesjee,"Wordle 210 5/6

⬛🟨⬛⬛🟨
🟩⬛🟨🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩 fitting"
210,1482553850619994120,2022-01-16 03:22:37+00:00,xvnightshade,"Wordle 210 5/6

🟨🟩⬛⬛⬛
🟩🟩⬛🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩"
210,1482553887051579394,2022-01-16 03:22:45+00:00,TianaJS,"Wordle 210 4/6

⬛🟨⬛⬛⬛
⬛🟨🟩⬛⬛
🟨⬛🟩⬛⬛
🟩🟩🟩🟩🟩"
210,1482553891581575173,2022-01-16 03:22:46+00:00,seanudish,"Wordle 210 4/6

⬜⬜🟨⬜⬜
🟨⬜🟨🟨⬜
🟨🟩⬜⬜⬜
🟩🟩🟩🟩🟩"
210,1482553924813008898,2022-01-16 03:22:54+00:00,alienlesbian,"Wordle 210 3/6

⬛🟨⬛⬛⬛
🟩🟨⬛⬛⬛
🟩🟩🟩🟩🟩"
210,1482553934552121344,2022-01-16 03:22:57+00:00,leviwolinsky,"Wordle 210 3/6

⬜⬜🟨🟨⬜
🟨🟩🟨⬜🟨
🟩🟩🟩🟩🟩"
210,1482553942244528128,2022-01-16 03:22:59+00:00,KidTriple87,"Wordle 210 3/6

⬛⬛🟨⬛🟨
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩"
210,1482553950805053442,2022-01-16 03:23:01+00:00,Kalideria,"Wordle 210 4/6

🟨⬜🟨⬜⬜
⬜🟨⬜⬜⬜
🟩⬜🟨🟩🟨
🟩🟩🟩🟩🟩"
210,1482553964294033409,2022-01-16 03:23:04+00:00,emmaroseee24,"Wordle 210 5/6

⬛🟩⬛⬛🟨
🟨🟩🟨⬛⬛
🟨🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩

The word for this wordle is way too apropos for me at the moment omg"
210,1482553978961465344,2022-01-16 03:23:07+00:00,SlayTheDargon,"Wordle 210 4/6

⬜⬜⬜🟨⬜
⬜⬜🟩⬜⬜
⬜⬜⬜🟩⬜
🟩🟩🟩🟩🟩"
210,1482553979494182913,2022-01-16 03:23:07+00:00,jamaalspeaking,"Wordle 210 3/6

🟩⬛🟨🟨⬛
🟩🟨🟩⬛⬛
🟩🟩🟩🟩🟩

😎"
210,1482553980635041797,2022-01-16 03:23:08+00:00,jackson9322,"Wordle 210 4/6

⬛🟩⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩"
210,1482554023248990208,2022-01-16 03:23:18+00:00,Iavashipping,"Wordle 210 3/6

🟨⬛🟨⬛⬛
⬛🟨🟩⬛⬛
🟩🟩🟩🟩🟩

VIBE CATS"
210,1482554027577589760,2022-01-16 03:23:19+00:00,Grupo3in,"Wordle 210 5/6

⬜⬜🟨⬜⬜
⬜⬜⬜🟩⬜
🟨⬜⬜🟩⬜
🟨🟩⬜🟩🟨
🟩🟩🟩🟩🟩"
210,1482554028919771137,2022-01-16 03:23:19+00:00,Teresa_FTW,"Wordle 210 5/6

⬛⬛⬛⬛⬛
⬛⬛🟨⬛⬛
🟨🟩🟩⬛⬛
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩 love word games and this one has my teenager hooked"
210,1482554041213276162,2022-01-16 03:23:22+00:00,PatL_BBTG,"Wordle 210 4/6

🟨⬛🟨⬛⬛
⬛🟩🟨⬛⬛
⬛🟩⬛🟩🟨
🟩🟩🟩🟩🟩"
210,1482554042173820929,2022-01-16 03:23:22+00:00,RReadette,"Wordle 210 5/6

⬛⬛⬛⬛⬛
⬛⬛⬛🟨⬛
⬛🟩🟩⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩"
210,1482554042609983491,2022-01-16 03:23:22+00:00,mountain08mama,"Wordle 210 3/6

🟨⬛🟨⬛⬛
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩 

Not shabby for my first time. 😌"
210,1482554098100670467,2022-01-16 03:23:36+00:00,faceless4_12,"Wordle 210 6/6

⬜🟨⬜⬜⬜
⬜⬜🟨🟨⬜
🟨⬜🟨🟩⬜
⬜🟩⬜🟩🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩

That was HARD hard"
210,1482554131164315653,2022-01-16 03:23:44+00:00,emilyjcrawford,"Wordle 210 2/6

🟨⬜⬜🟩⬜
🟩🟩🟩🟩🟩

I am a god"
210,1482554148189089797,2022-01-16 03:23:48+00:00,geoffEXE,"Wordle 210 4/6

⬜⬜⬜🟨⬜
⬜⬜🟨🟨⬜
⬜🟩🟨⬜🟨
🟩🟩🟩🟩🟩

this game is easy af"
210,1482554160335794177,2022-01-16 03:23:51+00:00,melissarocks,"Wordle 210 4/6

⬛🟩⬛⬛⬛
⬛🟩🟨⬛⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩"
210,1482554193021964294,2022-01-16 03:23:58+00:00,TiZ_HugLife,"Wordle 210 4/6

⬛⬛⬛⬛⬛
🟨⬛⬛🟨⬛
🟩⬛🟨🟨⬛
🟩🟩🟩🟩🟩"
210,1482554208800976898,2022-01-16 03:24:02+00:00,k3m15a,"Wordle 210 3/6

🟩⬛🟨🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩

after two brutal days in a row, this is nice."
210,1482554216744820739,2022-01-16 03:24:04+00:00,schmidtdisturbr,"Wordle 210 3/6

🟩🟨🟨🟨⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩"
210,1482554226345533440,2022-01-16 03:24:06+00:00,scoaster90,"Wordle 210 3/6

⬛⬛⬛⬛🟨
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩"
210,1482554274022404106,2022-01-16 03:24:18+00:00,guerinsmaness,"Wordle 210 4/6

🟩🟩🟩⬜⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩"
210,1482554283513901059,2022-01-16 03:24:20+00:00,wengel_eth,"Wordle 210 6/6

⬜⬜⬜🟩⬜
⬜⬜⬜🟩⬜
⬜🟩⬜🟩⬜
⬜⬜⬜🟩⬜
⬜🟩🟨⬜🟨
🟩🟩🟩🟩🟩"
210,1482554284856135682,2022-01-16 03:24:20+00:00,salicylatte1,"Wordle 210 2/6

⬛⬛🟨⬛⬛
🟩🟩🟩🟩🟩

I’m gonna put this down to this word being just generally at the forefront of my mind during step 1 dedicated…"
210,1482554286038994944,2022-01-16 03:24:20+00:00,spaceyjaycee_,"Wordle 210 3/6

⬛🟨🟨🟨⬛
🟩🟩⬛🟨⬛
🟩🟩🟩🟩🟩"
210,1482554292653506562,2022-01-16 03:24:22+00:00,TheBiggestHouse,"Wordle 210 2/6

⬛⬛🟨🟩⬛
🟩🟩🟩🟩🟩"
210,1482554322512756736,2022-01-16 03:24:29+00:00,ErinCMacLeod,"Wordle 210 4/6

⬛⬛⬛⬛⬛
⬛🟩🟩⬛⬛
🟨🟩🟩🟩⬛
🟩🟩🟩🟩🟩"
210,1482554335494127616,2022-01-16 03:24:32+00:00,PencilInHerHand,"Wordle 210 3/6

⬜🟩🟨⬜🟨
⬜🟩🟩🟨⬜
🟩🟩🟩🟩🟩"
210,1482554342993539074,2022-01-16 03:24:34+00:00,cherbryant,"Wordle 210 5/6

🟩⬛⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩⬛🟩⬛
🟩🟩🟩🟩🟩"
210,1482554349243011072,2022-01-16 03:24:36+00:00,jeng113,"Wordle 210 5/6

⬜🟨⬜⬜⬜
🟨⬜⬜🟩⬜
🟨🟩⬜🟩🟨
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
210,1482554351054897153,2022-01-16 03:24:36+00:00,rodGG013,"Wordle 210 4/6

⬛🟨🟨🟨⬛
🟨⬛⬛🟨🟨
🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩"
210,1482554369618980874,2022-01-16 03:24:40+00:00,WakingUpTired,"Wordle 210 4/6

⬜🟨⬜⬜⬜
⬜⬜🟨⬜⬜
⬜⬜🟨🟩⬜
🟩🟩🟩🟩🟩"
210,1482554386790461447,2022-01-16 03:24:44+00:00,brettgoodrich,"Wordle 210 3/6

⬛⬛🟨⬛⬛
🟩⬛🟨⬛⬛
🟩🟩🟩🟩🟩

again, TWO DAYS IN A ROW with the immediate guess by Julia David"
210,1482554387859861507,2022-01-16 03:24:45+00:00,Falsemotive,"Wordle 210 5/6

⬛🟩⬛⬛⬛
🟩⬛🟨🟨⬛
⬛🟩⬛⬛⬛
⬛⬛🟨⬛⬛
🟩🟩🟩🟩🟩"
210,1482554407178981382,2022-01-16 03:24:49+00:00,veryhotsoup,"Wordle 210 4/6

🟨⬛🟨⬛⬛
🟨🟨⬛⬛⬛
🟩🟩🟨⬛⬛
🟩🟩🟩🟩🟩"
210,1482554415412305921,2022-01-16 03:24:51+00:00,micnmart96,"Wordle 210 4/6

⬜🟩⬜⬜⬜
⬜🟩🟨⬜⬜
⬜🟩⬜🟩⬜
🟩🟩🟩🟩🟩"
210,1482554435591102465,2022-01-16 03:24:56+00:00,Trupac_,"Wordle 210 3/6

⬛🟩🟨⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
210,1482554443287650315,2022-01-16 03:24:58+00:00,lochnessrachel,"Wordle 210 4/6

🟩⬜🟨⬜⬜
🟩🟩⬜🟨⬜
🟩🟩🟨⬜⬜
🟩🟩🟩🟩🟩"
210,1482554473692418049,2022-01-16 03:25:05+00:00,valeria_cc,"Wordle 210 4/6

⬜⬜🟨🟨⬜
🟨🟨⬜⬜⬜
⬜🟩🟩🟨⬜
🟩🟩🟩🟩🟩"
210,1482554497398366213,2022-01-16 03:25:11+00:00,ulmwxr,"Wordle 210 3/6

⬛⬛🟨⬛⬛
🟨🟩⬛🟩🟨
🟩🟩🟩🟩🟩

⁦@dmanning283⁩ I’ve played 6 times and 3 have occurred in 3. Not bad for getting… https://t.co/EqWFI3uZBi"
210,1482554498069499906,2022-01-16 03:25:11+00:00,cullyjohnston,"Wordle 210 3/6

⬛⬛⬛🟨⬛
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩"
210,1482554526469173252,2022-01-16 03:25:18+00:00,NiFTy_Hustle5,"Wordle 210 5/6

⬛⬛🟨⬛⬛
⬛🟨⬛🟩⬛
⬛⬛🟨🟩⬛
🟩⬛🟨🟩🟨
🟩🟩🟩🟩🟩

Aye first timer"
210,1482554534895489029,2022-01-16 03:25:20+00:00,VarietyGuy2,"Wordle 210 3/6

⬛🟩⬛⬛⬛
⬛🟩🟨🟨⬛
🟩🟩🟩🟩🟩"
210,1482554560136679424,2022-01-16 03:25:26+00:00,ZBlime,"Wordle 210 3/6

⬛🟩⬛⬛⬛
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩"
210,1482554568605155331,2022-01-16 03:25:28+00:00,marked_cards1,"Wordle 210 5/6

⬛🟨⬛⬛⬛
⬛⬛🟨⬛⬛
⬛🟨🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩"
210,1482554572690407424,2022-01-16 03:25:29+00:00,tighl,"Wordle 210 4/6

🟨⬜⬜🟨🟨
🟨🟨⬜⬜🟨
⬜🟨🟨🟨⬜
🟩🟩🟩🟩🟩"
210,1482554577895501830,2022-01-16 03:25:30+00:00,JLTelephone,"Wordle 210 4/6

⬛⬛⬛⬛⬛
⬛🟩🟩⬛⬛
🟨🟩🟩⬛⬛
🟩🟩🟩🟩🟩"
210,1482554580181426176,2022-01-16 03:25:31+00:00,diegofellows,"Wordle 210 5/6

🟨⬛⬛🟨⬛
⬛⬛🟨🟨⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩"
210,1482554620941520904,2022-01-16 03:25:40+00:00,DonnaAlyse10,"Wordle 210 5/6

⬜⬜🟩⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩🟨⬜
🟨🟩🟩⬜⬜
🟩🟩🟩🟩🟩"
210,1482554625450512389,2022-01-16 03:25:41+00:00,KatiePalazzola,"Wordle 210 5/6

⬜⬜⬜🟨⬜
🟨⬜🟨🟨⬜
⬜🟩🟨🟨⬜
🟨🟩🟩🟩⬜
🟩🟩🟩🟩🟩"
210,1482554626704494592,2022-01-16 03:25:42+00:00,wyocat50,"Wordle 210 3/6

⬜⬜🟨⬜🟨
🟩🟨🟩⬜⬜
🟩🟩🟩🟩🟩"
210,1482554653099368450,2022-01-16 03:25:48+00:00,mandy_m07,"Wordle 210 4/6

⬛🟨⬛🟨⬛
🟩🟩🟨⬛⬛
🟩🟩⬛🟩⬛
🟩🟩🟩🟩🟩
Disclaimer: ⁦@mrocalls⁩ figured this one out. Much to my disdain. 🤪😂"
210,1482554675165642753,2022-01-16 03:25:53+00:00,pinball22,"Wordle 210 3/6

⬛⬛⬛⬛🟨
🟩🟨🟨🟨⬛
🟩🟩🟩🟩🟩"
210,1482554690491629569,2022-01-16 03:25:57+00:00,KoalaPhoenix77,"Wordle 210 4/6

⬛🟨🟨🟨⬛
🟨🟨🟨⬛⬛
⬛⬛⬛⬛⬛
🟩🟩🟩🟩🟩"
210,1482554690797961217,2022-01-16 03:25:57+00:00,opieatlaw,"Wordle 210 3/6

⬜⬜🟨🟩🟨
🟨🟩⬜🟩⬜
🟩🟩🟩🟩🟩"
210,1482554720380239875,2022-01-16 03:26:04+00:00,sara_bagara,"Wordle 210 5/6

⬛⬛🟨⬛⬛
⬛⬛🟨⬛⬛
⬛🟩⬛🟩🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩"
210,1482554748217827334,2022-01-16 03:26:11+00:00,PowerpupGuy,"Wordle 210 4/6

🟩⬜⬜⬜⬜
🟩🟨⬜⬜⬜
🟩🟩🟨🟨⬜
🟩🟩🟩🟩🟩"
210,1482554752990855173,2022-01-16 03:26:12+00:00,GEEdotMichelle,"Wordle 210 3/6

🟨🟩🟩⬜⬜
⬜🟩🟩🟨⬜
🟩🟩🟩🟩🟩

I need a reminder to play."
210,1482554760318357506,2022-01-16 03:26:14+00:00,DrJosePants,"Wordle 210 3/6

🟨⬛⬛⬛⬛
⬛⬛🟨🟨⬛
🟩🟩🟩🟩🟩"
210,1482554793033797632,2022-01-16 03:26:21+00:00,ajaykul,"Wordle 210 3/6

⬛⬛⬛⬛⬛
🟩🟨🟩⬛🟨
🟩🟩🟩🟩🟩"
210,1482554802781364224,2022-01-16 03:26:24+00:00,DHotchkin,"Wordle 210 2/6

⬛🟨⬛⬛⬛
🟩🟩🟩🟩🟩"
210,1482554823945994244,2022-01-16 03:26:29+00:00,DanielSalinas00,"Wordle 210 3/6

⬜⬜🟨🟩🟨
⬜⬜🟩🟩🟨
🟩🟩🟩🟩🟩"
210,1482554847819927553,2022-01-16 03:26:34+00:00,tpritc,"Wordle 210 4/6

🟨⬛🟨⬛🟨
🟩🟩⬛🟨⬛
🟩🟩🟨⬛⬛
🟩🟩🟩🟩🟩"
210,1482554848935563264,2022-01-16 03:26:35+00:00,FrankieV_UHND,"Wordle 210 5/6

🟨⬜🟨⬜⬜
⬜⬜🟨🟩⬜
⬜🟩⬜🟩⬜
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩"
210,1482554849766133765,2022-01-16 03:26:35+00:00,kikipomu,"Wordle 210 4/6

🟩🟩⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟨🟨⬛
🟩🟩🟩🟩🟩"
210,1482554852370698244,2022-01-16 03:26:35+00:00,Mark_Kerek,"Wordle 210 4/6

⬜⬜🟨⬜⬜
⬜⬜⬜🟨⬜
⬜🟩🟨⬜⬜
🟩🟩🟩🟩🟩

Did I do it right? 😏"
210,1482554854958456838,2022-01-16 03:26:36+00:00,JamieFiorito,"Wordle 210 3/6

⬜⬜🟨⬜🟨
🟩⬜🟨🟩🟨
🟩🟩🟩🟩🟩

Yesssssssss"
210,1482554870712311809,2022-01-16 03:26:40+00:00,curleehair,"Wordle 210 4/6

🟨🟨⬜⬜⬜
🟨🟩⬜⬜⬜
⬜🟩⬜⬜⬜
🟩🟩🟩🟩🟩"
210,1482554872591527938,2022-01-16 03:26:40+00:00,superflysarai,"Wordle 210 3/6

⬜⬜⬜🟩⬜
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩"
210,1482554890698125312,2022-01-16 03:26:45+00:00,susan_boonstra,"Wordle 210 4/6

⬜🟨🟨⬜⬜
⬜🟩🟨⬜🟨
🟨🟩🟩⬜⬜
🟩🟩🟩🟩🟩"
210,1482554904535252999,2022-01-16 03:26:48+00:00,gvallario,"Wordle 210 5/6

⬛🟨⬛⬛⬛
🟨⬛🟨⬛🟨
🟩🟨🟨⬛⬛
🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩

I’m hooked"
210,1482554911468527617,2022-01-16 03:26:50+00:00,postdechino,"Wordle 210 4/6

🟨🟩⬜⬜⬜
⬜🟩⬜⬜⬜
🟩🟩🟨⬜⬜
🟩🟩🟩🟩🟩

Not awful for my first time????"
210,1482554915691982848,2022-01-16 03:26:51+00:00,kondanvers,"Wordle 210 6/6

⬜⬜🟨⬜⬜
🟩⬜🟨🟨⬜
🟩🟩🟨🟨⬜
🟩🟩🟨⬜⬜
🟩🟩⬜⬜🟨
🟩🟩🟩🟩🟩

GOT IT BABEY"
210,1482554921211760650,2022-01-16 03:26:52+00:00,ca_tamizh,"Wordle 210 4/6

⬛⬛⬛🟩🟩
⬛⬛🟩🟩🟩
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩"
210,1482554925288771588,2022-01-16 03:26:53+00:00,PaulCastronovo,"Wordle 210 4/6

⬛⬛⬛🟩🟨
⬛🟨⬛🟩⬛
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩
Game so boring…
⁦@Heather723⁩ ⁦@MikeAndersonBIG⁩"
210,1482554952358801409,2022-01-16 03:26:59+00:00,_fohsarah,"Wordle 210 3/6

⬛🟩🟨⬛⬛
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩

It is impressive thank you for noticing."
210,1482554952463441926,2022-01-16 03:26:59+00:00,annap_8,"Wordle 210 6/6

⬛⬛🟨⬛⬛
⬛⬛🟨⬛⬛
🟨⬛⬛🟩⬛
🟨⬛🟨🟩🟨
🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩"
210,1482554979160371201,2022-01-16 03:27:06+00:00,therealdbush808,"Wordle 210 4/6

⬜⬜⬜🟨⬜
⬜🟩⬜🟨⬜
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩

Light Work"
210,1482555029760446468,2022-01-16 03:27:18+00:00,rachelhangaard,"Wordle 210 4/6

⬛⬛🟨🟨⬛
⬛⬛⬛⬛⬛
⬛🟩🟨🟨⬛
🟩🟩🟩🟩🟩"
210,1482555032046161920,2022-01-16 03:27:18+00:00,PlayoffChavis,"Wordle 210 3/6

⬛🟨⬛🟨🟨
⬛🟩🟩🟨⬛
🟩🟩🟩🟩🟩"
210,1482555034994974723,2022-01-16 03:27:19+00:00,howlovvitch,"Wordle 210 3/6

⬛🟩⬛⬛⬛
🟩🟨🟩⬛⬛
🟩🟩🟩🟩🟩

I’ve finally caved and tried this thing…
Not bad~!"
210,1482555073058119681,2022-01-16 03:27:28+00:00,ShukraZestful,"Wordle 210 3/6

⬛⬛🟨⬛🟨
🟩🟩🟨⬛⬛
🟩🟩🟩🟩🟩"
210,1482555079047610369,2022-01-16 03:27:30+00:00,aakashgangil,"Wordle 210 4/6

🟨⬛🟨⬛⬛
🟨⬛⬛⬛🟨
⬛⬛⬛⬛⬛
🟩🟩🟩🟩🟩"
210,1482555083426570240,2022-01-16 03:27:31+00:00,katerams26,"Wordle 210 3/6

🟩🟩🟩⬛⬛
🟩🟩🟨🟨⬛
🟩🟩🟩🟩🟩 okay I’m kinda proud"
210,1482555085624430597,2022-01-16 03:27:31+00:00,heyCarCar,"Wordle 210 4/6

⬛⬛⬛🟨⬛
🟨⬛🟨⬛⬛
⬛⬛🟨🟨⬛
🟩🟩🟩🟩🟩"
210,1482555124077645824,2022-01-16 03:27:40+00:00,xiummie99,"Wordle 210 4/6

🟨⬛⬛⬛⬛
⬛⬛🟨🟨⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
210,1482555126015569921,2022-01-16 03:27:41+00:00,henrye25,"Wordle 210 5/6

⬛🟩⬛⬛⬛
⬛🟩⬛⬛🟨
🟨🟩⬛⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩

Got real stuck when I used most of my vowels and had the 4th line co… https://t.co/ROUyz1AWW9"
210,1482555129521971200,2022-01-16 03:27:42+00:00,studboy,"Wordle 210 5/6

⬜🟨⬜⬜⬜
🟨⬜🟨⬜⬜
⬜⬜🟨🟨⬜
🟨🟩⬜🟩🟨
🟩🟩🟩🟩🟩

First  Wordle try  #wordle"
